artist,styles,movement,styles_extended,pictures_count,birth_place,birth_year,death_year,death_place,gender,citizenship,occupations,locations,locations_with_years
Dosso Dossi,"High Renaissance, Mannerism (Late Renaissance)",High Renaissance,"{High Renaissance:35},{Mannerism (Late Renaissance):5}",40,Mirandola,1480.0,1542.0,Ferrara,male,,painter,"['Trento', 'Ferrara']",[]
Fra Bartolomeo,High Renaissance,High Renaissance,{High Renaissance:16},16,Prato,1472.0,1517.0,Florence,male,Republic of Florence,"monk, painter, drawer",['Florence'],[]
Francesco Melzi,"High Renaissance, Unknown",High Renaissance,"{High Renaissance:15},{Unknown:1}",16,Milan,1492.0,1570.0,Vaprio d'Adda,male,,painter,"['Milan', 'Rome', 'France', 'Bologna']","['Milan:1520-1520', 'Rome:1513-1515']"
Giorgione,"High Renaissance, Unknown",High Renaissance,"{High Renaissance:43},{Unknown:8}",51,Castelfranco Veneto,1470.0,1510.0,Venice,male,Republic of Venice,"painter, visual artist","['Castelfranco Veneto', 'Venice']",[]
Giovanni Antonio Boltraffio,High Renaissance,High Renaissance,{High Renaissance:16},16,Milan,1466.0,1516.0,Milan,male,,painter,"['Rome', 'Bologna']","['Rome:1513-1513', 'Bologna:1500-1500']"
Giulio Clovio,High Renaissance,High Renaissance,{High Renaissance:17},17,Grižane-Belgrad,1498.0,1578.0,Rome,male,,"painter, illuminator","['Rome', 'Mantua', 'Florence', 'Buda']","['Rome:1538-1551,1516-1516,1553-1578,1526-1527', 'Mantua:1527-1527', 'Florence:1551-1553', 'Buda:1524-1526']"
Giulio Romano,"High Renaissance, Mannerism (Late Renaissance)",High Renaissance,"{High Renaissance:8},{Mannerism (Late Renaissance):14}",22,Rome,1499.0,1546.0,Mantua,male,Italy,"sculptor, painter, architect",[],[]
Il Sodoma,High Renaissance,High Renaissance,{High Renaissance:38},38,Vercelli,1477.0,1549.0,Siena,male,,painter,[],[]
Lorenzo Lotto,"High Renaissance, Unknown",High Renaissance,"{High Renaissance:99},{Unknown:13}",112,Venice,1480.0,1556.0,Loreto,male,Republic of Venice,"painter, architectural draftsperson","['Ancona', 'Bergamo', 'Venice', 'Treviso', 'Rome']",[]
Mariotto Albertinelli,"High Renaissance, Unknown",High Renaissance,"{High Renaissance:26},{Unknown:1}",27,Florence,1474.0,1515.0,Florence,male,,painter,['Florence'],[]
Michelangelo,"High Renaissance, Mannerism (Late Renaissance), Unknown",High Renaissance,"{High Renaissance:117},{Mannerism (Late Renaissance):54},{Unknown:11}",182,Cremona,1994.0,1564.0,Rome,male,Republic of Florence,"writer, architect, poet, engineer, general contractor, painter, sculptor","['Rome', 'Florence', 'Venice', 'Bologna', 'Palermo', 'Genoa', 'Messina', 'Milan', 'Syracuse', 'Naples', 'Zagarolo', 'Paliano', 'Valletta', 'Parma', 'Siena']","['Rome:1505-1506,1532-1533,1508-1516,1496-1501,1533-1533,1534-1564', 'Florence:1501-1505,1529-1532,1506-1508,1533-1533,1487-1494,1533-1534,1516-1534', 'Venice:1529-1529', 'Bologna:1494-1496', 'Parma:1516-1540', 'Siena:1544-1544']"
Palma Vecchio,"High Renaissance, Mannerism (Late Renaissance)",High Renaissance,"{High Renaissance:30},{Mannerism (Late Renaissance):2}",32,Serina,1480.0,1528.0,Venice,male,Republic of Venice,painter,['Venice'],[]
Raphael,"High Renaissance, Unknown",High Renaissance,"{High Renaissance:130},{Unknown:54}",184,Urbino,1483.0,1520.0,Rome,male,Holy Roman Empire,"fresco painter, drawer, architectural draftsperson, designer, sculptor, painter, court painter, architect, university teacher, illustrator","['Florence', 'Rome', 'Urbino', 'Perugia', 'Siena']","['Florence:1504-1508', 'Rome:1508-1520', 'Perugia:1501-1502', 'Siena:1503-1504']"
Sebastiano del Piombo,"High Renaissance, Mannerism (Late Renaissance)",High Renaissance,"{High Renaissance:46},{Mannerism (Late Renaissance):40}",86,Venice,1485.0,1547.0,Rome,male,Republic of Venice,painter,"['Rome', 'Venice', 'Orvieto', 'Viterbo']",[]
Titian,"High Renaissance, Mannerism (Late Renaissance), Unknown",High Renaissance,"{High Renaissance:109},{Mannerism (Late Renaissance):92},{Unknown:65}",266,Pieve di Cadore,1490.0,1576.0,Venice,male,Republic of Venice,"painter, printmaker, architectural draftsperson, drawer","['Rome', 'Augsburg', 'Milan', 'Florence', 'Padua', 'Venice']","['Rome:1545-1546', 'Augsburg:1550-1551,1548-1548', 'Milan:1540-1540', 'Florence:1546-1546', 'Padua:1511-1511', 'Venice:1500-1500']"
Vittore Carpaccio,"High Renaissance, Unknown",High Renaissance,"{High Renaissance:46},{Unknown:7}",53,Venice,1465.0,1526.0,Venice,male,Republic of Venice,"drawer, painter",[],[]
Carlo Maria Mariani,Hyper-Mannerism (Anachronism),Pittura Colta,{Hyper-Mannerism (Anachronism):17},17,Rome,1931.0,2021.0,New York City,male,Italy,painter,['New York City'],['New York City:1984-1984']
Dan Witz,"Hyper-Realism, Street art",Street art,"{Hyper-Realism:107},{Street art:3}",110,Chicago,1957.0,,,male,United States of America,painter,[],[]
Adalbert Erdeli,"Impressionism, Post-Impressionism, Realism",Post-Impressionism,"{Impressionism:2},{Post-Impressionism:34},{Realism:4}",40,Klimovitsia,1891.0,1955.0,Uzhhorod,male,Hungary,"portraitist, art educator, sculptor, painter, teacher",['Carpathian Ruthenia'],[]
Adam Baltatu,"Impressionism, Post-Impressionism",Impressionism,"{Impressionism:51},{Post-Impressionism:14}",65,Huși,1889.0,1979.0,,male,Romania,painter,[],[]
Albert Dubois-Pillet,"Impressionism, Neo-Impressionism, Pointillism",Neo-Impressionism,"{Impressionism:2},{Neo-Impressionism:19},{Pointillism:2}",23,Paris,1846.0,1890.0,Le Puy-en-Velay,male,France,"painter, drawer",['Paris'],[]
Albert Julius Olsson,Impressionism,Impressionism,{Impressionism:46},46,London,1864.0,1942.0,,male,United Kingdom of Great Britain and Ireland,"visual artist, painter",[],[]
Aleksander Belyaev,"Impressionism, Kitsch, Realism",Impressionism,"{Impressionism:1},{Kitsch:5},{Realism:4}",10,Saint Petersburg,1908.0,1998.0,Moscow,male,Russian Empire,"chess player, chess composer, engineer, painter",[],[]
Aleksander Gierymski,"Impressionism, Realism, Unknown",Realism,"{Impressionism:5},{Realism:12},{Unknown:1}",18,Warsaw,1850.0,1901.0,Rome,male,Russian Empire,painter,"['Paris', 'Vienna', 'Italy', 'Munich', 'Rome']","['Italy:1871-1872', 'Munich:1890-1893,1868-1872', 'Rome:1874-1879']"
Alfred Sisley,"Impressionism, Post-Impressionism, Realism, Unknown",Impressionism,"{Impressionism:457},{Post-Impressionism:6},{Realism:7},{Unknown:1}",471,Paris,1839.0,1899.0,Moret-sur-Loing,male,France,"painter, visual artist, etcher, lithographer","['France', 'Paris']",[]
Alfred Stevens,"Impressionism, Romanticism",Romanticism,"{Impressionism:4},{Romanticism:62}",66,City of Brussels,1823.0,1875.0,London,male,France,painter,"['Paris', 'City of Brussels', 'Blandford Forum', 'Florence', 'Sheffield', 'London', 'Rome', 'Venice']","['Paris:1855-1857,1844-1849,1861-1863,1853-1853,1852-1906', 'City of Brussels:1838-1844']"
Alfredo Andersen,Impressionism,Impressionism,{Impressionism:27},27,Kristiansand Municipality,1860.0,1935.0,Curitiba,male,Brazil,"scenographer, sculptor, painter","['Paranaguá', 'Curitiba', 'Oslo', 'Copenhagen']",[]
Algernon Talmage,"Impressionism, Realism",Impressionism,"{Impressionism:44},{Realism:4}",48,Fifield,1871.0,1939.0,London,male,United Kingdom of Great Britain and Ireland,painter,[],[]
Andre Dunoyer de Segonzac,"Impressionism, Post-Impressionism",Impressionism,"{Impressionism:29},{Post-Impressionism:5}",34,Boussy-Saint-Antoine,1884.0,1974.0,14th arrondissement of Paris,male,France,"engraver, illustrator, painter, graphic artist, visual artist, etcher, landscape painter",[],[]
Andres de Santa Maria,Impressionism,Impressionism,{Impressionism:10},10,Bogotá,1860.0,1945.0,Brussels metropolitan area,male,Colombia,"painter, sculptor, university teacher",[],[]
Anna Ancher,"Impressionism, Realism, Symbolism",Realism,"{Impressionism:9},{Realism:8},{Symbolism:1}",18,Skagen,1859.0,1935.0,Skagen,female,Denmark,painter,[],[]
Antoine Blanchard,Impressionism,Impressionism,{Impressionism:178},178,Paris,1910.0,1988.0,Paris,male,France,"painter, director",[],[]
Antonietta Brandeis,"Impressionism, Realism",Realism,"{Impressionism:17},{Realism:11}",28,Miskovice,1848.0,1926.0,Venice,female,Kingdom of Italy,painter,"['Venice', 'Prague', 'Naples', 'Florence', 'Austria-Hungary']","['Venice:1869-1910', 'Prague:1869-1869']"
António de Carvalho da Silva Porto,"Impressionism, Realism",Realism,"{Impressionism:5},{Realism:14}",19,Porto,1850.0,1893.0,Lisbon,male,Kingdom of Portugal,painter,[],[]
Aristide Maillol,Impressionism,Impressionism,{Impressionism:18},18,Banyuls-sur-Mer,1861.0,1944.0,Banyuls-sur-Mer,male,France,"lithographer, drawer, printmaker, etcher, sculptor, painter",[],[]
Arkhyp Kuindzhi,"Impressionism, Realism",Realism,"{Impressionism:121},{Realism:57}",178,Mariupol uyezd,1841.0,1910.0,Saint Petersburg,male,Russian Empire,"university teacher, painter",['Saint Petersburg'],[]
Armando Reveron,"Impressionism, Post-Impressionism",Modernismo,"{Impressionism:15},{Post-Impressionism:12}",27,Caracas,1889.0,1954.0,Caracas,male,Venezuela,"painter, sculptor",[],[]
Arthur Lowe,Impressionism,Impressionism,{Impressionism:2},2,Hayfield,1915.0,1982.0,Birmingham,male,United Kingdom,"film actor, television actor, stage actor, actor",[],[]
Arthur Streeton,Impressionism,Impressionism,{Impressionism:26},26,Duneed,1867.0,1943.0,Olinda,male,Australia,"visual artist, painter, artist",[],[]
Arthur Verona,Impressionism,Impressionism,{Impressionism:17},17,,,1946.0,Bucharest,male,Romania,painter,[],[]
Asgrimur Jonsson,"Impressionism, Post-Impressionism",Impressionism,"{Impressionism:20},{Post-Impressionism:10}",30,Iceland,1876.0,1958.0,Reykjavík,male,Iceland,painter,[],[]
Auguste Rodin,Impressionism,Impressionism,{Impressionism:90},90,Paris,1840.0,1917.0,Meudon,male,France,"drawer, architectural draftsperson, printmaker, graphic artist, sculptor, painter, photographer","['London', 'Rome', 'Dordrecht', 'Paris', 'Meudon', 'City of Brussels', 'Buenos Aires']",[]
Benito Quinquela Martin,Impressionism,Impressionism,{Impressionism:19},19,La Boca,1890.0,1977.0,Buenos Aires,male,Argentina,painter,[],[]
Benjamin Brown,Impressionism,Impressionism,{Impressionism:21},21,Swansea,1756.0,1831.0,Waldoboro,male,United States of America,"physician, politician",['Boston'],[]
Berthe Morisot,"Impressionism, Realism, Unknown",Impressionism,"{Impressionism:239},{Realism:1},{Unknown:2}",242,Bourges,1841.0,1895.0,Paris,female,France,"engraver, artist, painter, drawer, lithographer","['London', 'Belgium', 'Paris', 'Italy', 'Kingdom of the Netherlands']",[]
Boris Schatz,Impressionism,Neoclassicism,{Impressionism:7},7,Varniai,1866.0,1932.0,Denver,male,Russian Empire,"university teacher, sculptor, painter",[],[]
Camil Ressu,"Impressionism, Realism, Unknown",Impressionism,"{Impressionism:11},{Realism:5},{Unknown:4}",20,Galați,1880.0,1962.0,Bucharest,male,Romania,painter,[],[]
Camille Claudel,Impressionism,Impressionism,{Impressionism:14},14,Fère-en-Tardenois,1864.0,1943.0,Montfavet,female,France,"artist, painter, sculptor, art model, graphic artist, architectural draftsperson",['Paris'],['Paris:1883-1883']
Camille Pissarro,"Impressionism, Neo-Impressionism, Realism, Unknown",Impressionism,"{Impressionism:788},{Neo-Impressionism:40},{Realism:56},{Unknown:5}",889,Charlotte Amalie,1830.0,1903.0,Paris,male,France,"pastellist, lithographer, architectural draftsperson, printmaker, graphic artist, painter","['Paris', 'Caracas', 'Amsterdam', 'Netherlands', 'London', 'La Roche-Guyon', 'Montmorency', 'Charlotte Amalie']","['Amsterdam:1898-1898', 'Netherlands:1894-1898']"
Carolus-Duran,"Impressionism, Realism",Realism,"{Impressionism:4},{Realism:78}",82,Lille,1837.0,1917.0,14th arrondissement of Paris,male,France,painter,[],[]
Charles Conder,"Impressionism, Unknown",Impressionism,"{Impressionism:12},{Unknown:2}",14,Tottenham,1868.0,1909.0,London,male,United Kingdom,painter,"['Melbourne', 'Sydney']",[]
Charles Courtney Curran,"Impressionism, Unknown",Impressionism,"{Impressionism:13},{Unknown:6}",19,Hartford,1861.0,1942.0,New York City,male,United States of America,painter,[],[]
Charles Reiffel,"Impressionism, Post-Impressionism",Post-Impressionism,"{Impressionism:8},{Post-Impressionism:12}",20,Indianapolis,1862.0,1942.0,San Diego,male,,painter,[],[]
Childe Hassam,"Impressionism, Realism, Unknown",Impressionism,"{Impressionism:550},{Realism:1},{Unknown:1}",552,Dorchester,1859.0,1935.0,East Hampton,male,United States of America,"painter, printmaker","['New York City', 'Boston', 'Rome', 'Naples', 'Florence', 'Maine', 'Kingdom of the Netherlands', 'Paris']",[]
Clara Southern,Impressionism,Impressionism,{Impressionism:12},12,Kyneton,1860.0,1940.0,Surrey Hills,female,Australia,painter,[],[]
Colette Pope Heldner,Impressionism,Impressionism,{Impressionism:21},21,Waupaca,1902.0,1990.0,,female,United States of America,painter,[],[]
Constantin Artachino,"Impressionism, Orientalism, Realism, Symbolism",Impressionism,"{Impressionism:28},{Orientalism:8},{Realism:17},{Symbolism:2}",55,Giurgiu,1870.0,1954.0,Bucharest,male,Romania,painter,[],[]
Cornelis Vreedenburgh,Impressionism,Impressionism,{Impressionism:50},50,Woerden,1880.0,1946.0,Laren,male,Kingdom of the Netherlands,"painter, drawer",['Hattem'],[]
David Davies,Impressionism,Impressionism,{Impressionism:13},13,Groeslon,1871.0,1852.0,Swansea,female,United Kingdom,"playwright, writer, screenwriter","['London', 'Cardiff', 'Lampeter', 'Hay-on-Wye']",[]
Dimitrie Paciurea,Impressionism,Impressionism,{Impressionism:16},16,Bucharest,1873.0,1932.0,Bucharest,male,Romania,"professor, sculptor, graphic artist, watercolorist",['Romania'],[]
Edgar Degas,"Impressionism, Japonism, Neoclassicism, Realism, Unknown",Realism,"{Impressionism:601},{Japonism:3},{Neoclassicism:1},{Realism:14},{Unknown:7}",626,Paris,1834.0,1917.0,Paris,male,France,"photographer, poet, painter, sculptor, printmaker, drawer, lithographer","['Paris', 'London', 'Florence', 'Belgium']",[]
Edmund Charles Tarbell,Impressionism,Impressionism,{Impressionism:22},22,Groton,1862.0,1938.0,New Castle,male,United States of America,"illustrator, painter","['Boston', 'Paris']",[]
Edouard Manet,"Impressionism, Realism, Unknown",Realism,"{Impressionism:106},{Realism:102},{Unknown:27}",235,former 10th arrondissement of Paris,1832.0,1883.0,8th arrondissement of Paris,male,France,"lithographer, drawer, architectural draftsperson, painter, illustrator","['Amsterdam', 'Haarlem', 'Rio de Janeiro', 'Venice', 'Florence', 'Paris', 'Zaltbommel']",[]
Edward Henry Potthast,"Impressionism, Romanticism",Impressionism,"{Impressionism:40},{Romanticism:1}",41,Cincinnati,1857.0,1927.0,New York City,male,United States of America,"painter, illustrator, artist","['Antwerp', 'Munich', 'Paris']",[]
Emil Carlsen,"Impressionism, Realism, Unknown",Impressionism,"{Impressionism:25},{Realism:12},{Unknown:1}",38,Copenhagen,1848.0,1932.0,New York City,male,United States of America,painter,['United States of America'],['United States of America:1872-1872']
Ernest Lawson,Impressionism,Impressionism,{Impressionism:45},45,Halifax,1873.0,,,male,United Kingdom,"university teacher, religious studies scholar",['Brno'],[]
Ethel Carrick,Impressionism,Impressionism,{Impressionism:13},13,London,1872.0,1951.0,Melbourne,female,Australia,painter,[],[]
Eugene Boudin,"Impressionism, Realism",Impressionism,"{Impressionism:498},{Realism:62}",560,Honfleur,1824.0,1898.0,Deauville,male,France,painter,[],[]
Eugène Girardet,"Impressionism, Orientalism",Orientalism,"{Impressionism:21},{Orientalism:1}",22,Paris,1853.0,1907.0,Paris,male,France,painter,['Paris'],[]
Eva Gonzales,Impressionism,Impressionism,{Impressionism:23},23,Paris,1847.0,1883.0,Paris,female,France,"artist, painter, art model, pastellist","['Dieppe', 'Paris', 'Honfleur']",[]
Federico Zandomeneghi,"Impressionism, Verism",Impressionism,"{Impressionism:36},{Verism:6}",42,Venice,1841.0,1917.0,Paris,male,Kingdom of Italy,painter,"['Venice', 'Florence', 'Castiglioncello', 'Paris']","['Venice:1864-1864', 'Florence:1862-1866', 'Paris:1874-1917']"
Ferdinand du Puigaudeau,"Impressionism, Neo-Impressionism, Symbolism, Unknown",Symbolism,"{Impressionism:39},{Neo-Impressionism:31},{Symbolism:7},{Unknown:1}",78,Nantes,1864.0,1930.0,Le Croisic,male,France,painter,[],[]
Ferdynand Ruszczyc,"Impressionism, Symbolism",Symbolism,"{Impressionism:26},{Symbolism:11}",37,Bahdanava,1870.0,1936.0,Bahdanava,male,Russian Empire,"painter, university teacher, graphic artist, scenographer","['Vilnius', 'Saint Petersburg']",['Saint Petersburg:1890-1897']
Fern Coppedge,Impressionism,Impressionism,{Impressionism:14},14,Decatur,1883.0,1951.0,New Hope,female,United States of America,painter,[],[]
Fernand Combes,Impressionism,Impressionism,{Impressionism:20},20,Les Herbiers,1856.0,1943.0,Saint-Denis-lès-Bourg,male,France,painter,[],[]
Firmin Baes,Impressionism,Impressionism,{Impressionism:12},12,Saint-Josse-ten-Noode,1874.0,1943.0,City of Brussels,male,Belgium,"painter, poster artist, illustrator",[],[]
Frank O'Meara,"Impressionism, Symbolism",Impressionism,"{Impressionism:14},{Symbolism:1}",15,Carlow,1853.0,1888.0,Carlow,male,,painter,[],[]
Frank W. Benson,"Impressionism, Naturalism, Realism",Impressionism,"{Impressionism:66},{Naturalism:5},{Realism:32}",103,San Jose,1858.0,1911.0,Redlands,male,United States of America,"lawyer, politician, painter, graphic artist",[],[]
Frederic Bazille,"Impressionism, Unknown",Impressionism,"{Impressionism:47},{Unknown:1}",48,Montpellier,1841.0,1870.0,Beaune-la-Rolande,male,France,painter,"['Fontainebleau', 'Paris', 'Honfleur']",[]
Frederic Remington,"Impressionism, Tonalism, Unknown",Tonalism,"{Impressionism:44},{Tonalism:6},{Unknown:1}",51,Canton,1861.0,1909.0,Ridgefield,male,United States of America,"writer, illustrator, painter, sculptor","['Ridgefield', 'New York City', 'Montana', 'Arizona', 'Kansas City', 'New Rochelle']",[]
Frits Thaulow,"Impressionism, Realism",Impressionism,"{Impressionism:40},{Realism:10}",50,Christiania,1847.0,1906.0,Volendam,male,Norway,"landscape painter, printmaker, painter",[],[]
George Henry,"Impressionism, Japonism, Post-Impressionism, Realism",Impressionism,"{Impressionism:24},{Japonism:4},{Post-Impressionism:2},{Realism:8}",38,Irvine,1858.0,1943.0,Scotland,male,United Kingdom,painter,[],[]
Georges Seurat,"Impressionism, Neo-Impressionism, Neoclassicism, Pointillism, Post-Impressionism, Unknown",Neo-Impressionism,"{Impressionism:29},{Neo-Impressionism:92},{Neoclassicism:2},{Pointillism:1},{Post-Impressionism:42},{Unknown:7}",173,Paris,1859.0,1891.0,Paris,male,France,"painter, architectural draftsperson, drawer","['Le Crotoy', 'Brest', 'Paris', 'Port-en-Bessin-Huppain', 'Honfleur', 'Gravelines']",[]
