style,artist,movement,count
Orientalism,Ivan Mrkviсka,Realism,1
Orientalism,James Ensor,Symbolism,2
Orientalism,James Tissot,Realism,6
Orientalism,Jean Auguste Dominique Ingres,Neoclassicism,3
Orientalism,Jean Baptiste Vanmour,Baroque,47
Orientalism,Jean Lecomte du Nouÿ,Romanticism,4
Orientalism,Jean Leon Gerome Ferris,Romanticism,1
Orientalism,Jean-François Portaels,Orientalism,34
Orientalism,Jean-Leon Gerome,Romanticism,129
Orientalism,Jean-Étienne Liotard,Rococo,10
Orientalism,Joaquín Agrasot,Realism,4
Orientalism,John Frederick Lewis,Orientalism,77
Orientalism,John William Waterhouse,Romanticism,1
Orientalism,Joseph-Marie Vien,Rococo,3
Orientalism,Jules Joseph Lefebvre,Academic Art,1
Orientalism,Karl Bryullov,Neoclassicism,11
Orientalism,Kees van Dongen,Post-Impressionism,1
Orientalism,Leon Bonnat,Academic Art,6
Orientalism,Luis Ricardo Falero,Kitsch,3
Orientalism,Marcel Janco,Dada,2
Orientalism,Marià Fortuny,Romanticism,36
Orientalism,Martin Benka,Expressionism,1
Orientalism,Nasreddine Dinet,Orientalism,54
Orientalism,Nathaniel Hone the Younger,Orientalism,4
Orientalism,Nicolae Tonitza,Post-Impressionism,6
Orientalism,Nikolaos Gyzis,Romanticism,5
Orientalism,Oswald Achenbach,Romanticism,1
Orientalism,Owen Jones,Art Nouveau,1
Orientalism,Pasquale Celommi,Academic Art,3
Orientalism,Paul Leroy,Orientalism,3
Orientalism,Paul Peel,Academic Art,1
Orientalism,Paul-Albert Besnard,Academic Art,1
Orientalism,Pierre-Auguste Renoir,Impressionism,3
Orientalism,Raphael Kirchner,Art Nouveau,1
Orientalism,Richard Parkes Bonington,Romanticism,1
Orientalism,Romualdo Locatelli,Orientalism,2
Orientalism,Rudolf Ernst,Orientalism,64
Orientalism,Samuel Mutzner,Impressionism,6
Orientalism,Sophie Gengembre Anderson,Neoclassicism,1
Orientalism,Theodor Aman,Romanticism,6
Orientalism,Theodor Pallady,Impressionism,2
Orientalism,Theodore Chasseriau,Romanticism,12
Orientalism,Thomas Francis Dicksee,Romanticism,3
Orientalism,Théodore Géricault,Romanticism,5
Orientalism,Vasily Polenov,Orientalism,63
Orientalism,Vasily Vereshchagin,Orientalism,111
Orientalism,William Holman Hunt,Romanticism,7
Orientalism,William Merritt Chase,Impressionism,3
Orientalism,Émile Friant,Realism,1
Orphism,Albert Gleizes,Cubism,3
Orphism,André Lhote,Cubism,3
Orphism,August Macke,Expressionism,32
Orphism,Auguste Herbin,Post-Impressionism,2
Orphism,Boleslas Biegas,Symbolism,4
Orphism,Eduardo Viana,Modernismo,5
Orphism,Fernand Leger,Cubism,23
Orphism,Filippo De Pisis,Metaphysical art,1
Orphism,Francis Picabia,Abstract Art,1
Orphism,Frantisek Kupka,Abstract Art,28
Orphism,Gosta Adrian-Nilsson,Cubism,1
Orphism,Leopold Survage,Cubism,60
Orphism,Sonia Delaunay,Avant-garde,93
Outsider art,Adolf Wölfli,Outsider art (Art brut),16
Outsider art,Alan Tellez,Outsider art (Art brut),51
Outsider art,Anima Ehtiat,Conceptual Art,2
Outsider art,Armin Andreas Pangerl,Outsider art (Art brut),23
Outsider art,Beatriz González,Pop Art,1
Outsider art,Bernadette Resha,Outsider art (Art brut),61
Outsider art,Chaibia Talal,Outsider art (Art brut),22
Outsider art,Christian Royal,Outsider art (Art brut),43
Outsider art,Clementine Hunter,Outsider art (Art brut),24
Outsider art,Cricorps,Impressionism,4
Outsider art,Enrique Silvestre,Outsider art (Art brut),19
Outsider art,Forrest Bess,Abstract Expressionism,36
Outsider art,Judith Scott,Outsider art (Art brut),20
Outsider art,Louis Wain,Art Nouveau,11
Outsider art,Paul du Toit,Outsider art (Art brut),19
Outsider art,Ralph Fasanella,Outsider art (Art brut),25
Outsider art,Romare Bearden,Harlem Renaissance (New Negro Movement),14
Outsider art,Ruth Annaqtuusi Tulurialik,Outsider art (Art brut),15
Outsider art,Tal R,Outsider art (Art brut),14
Outsider art,Thomas Riesner,Outsider art (Art brut),10
Outsider art,Willem van Genk,Outsider art (Art brut),14
Outsider art,William Hawkins,Outsider art (Art brut),7
P&D (Pattern and Decoration),Alfred Freddy Krupa,New Ink Art,4
P&D (Pattern and Decoration),Beatriz Milhazes,Contemporary,31
P&D (Pattern and Decoration),Bernard Cohen,Abstract Art,1
P&D (Pattern and Decoration),Faith Ringgold,Harlem Renaissance (New Negro Movement),1
P&D (Pattern and Decoration),Joyce Kozloff,Feminist Art,38
P&D (Pattern and Decoration),Sonya Rapoport,CyberArt,1
P&D (Pattern and Decoration),Valerie Jaudon,Post-Minimalism,15
Performance Art,Adrian Piper,Performance Art,2
Performance Art,Allan Kaprow,Performance Art,4
Performance Art,Ana Mendieta,Performance Art,2
Performance Art,Hifa Cybe,Performance Art,5
Performance Art,Lubo Kristek,Surrealism,2
Performance Art,Marina Abramović,Performance Art,16
Performance Art,Martha Rosler,Feminist Art,1
Performance Art,Matthew Barney,Performance Art,2
Performance Art,Maurizio Cattelan,Relational Art,1
Performance Art,Mona Hatoum,Conceptual Art,1
Performance Art,Otto Muehl,Viennese Actionism,28
Performance Art,Senga Nengudi,Performance Art,1
Performance Art,Simone Forti,Performance Art,5
Performance Art,Tania Bruguera,Performance Art,9
Performance Art,[ a y s h ],Futurism,12
Photorealism,Abbas Kiarostami,Contemporary,1
Photorealism,Abdul Mati Klarwein,Magic Realism,2
Photorealism,Agim Sulaj,Surrealism,1
Photorealism,Alfred Freddy Krupa,New Ink Art,33
Photorealism,Audrey Flack,Abstract Expressionism,13
Photorealism,Barkley L. Hendricks,Pop Art,25
Photorealism,Erik Bulatov,Sots Art,11
Photorealism,Jarik Jongman,Neo-Figurative Art,3
Photorealism,John Kacere,Kitsch,1
Photorealism,John Stuart Ingle,Contemporary Realism,5
Photorealism,Kent Bellows,Contemporary Realism,4
Photorealism,Mary Jane Ansell,Kitsch,10
Photorealism,Rafal Bujnowski,New European Painting,2
Photorealism,Robert Heinecken,Conceptual Art,8
Photorealism,YiFei  Chen,Kitsch,5
Pictorialism,Adolph de Meyer,Pictorialism,18
Pictorialism,Alfred Stieglitz,Pictorialism,14
Pictorialism,Alvin Langdon Coburn,Pictorialism,11
Pictorialism,Anne Brigman,Impressionism,21
Pictorialism,Clarence White,Pictorialism,39
Pictorialism,Felix Nadar,Pictorialism,245
Pictorialism,Frank Eugene,Pictorialism,32
Pictorialism,George Seeley,Pictorialism,11
Pictorialism,Gertrude Kasebier,Pictorialism,29
Pictorialism,Giuseppe Bruno,Pictorialism,36
Pictorialism,Heinrich Kuhn,Pictorialism,22
Pictorialism,Lewis Carroll,Pictorialism,46
Pointillism,Albert Dubois-Pillet,Neo-Impressionism,2
Pointillism,Alexej von Jawlensky,Expressionism,1
Pointillism,Alfred William Finch,Neo-Impressionism,9
Pointillism,Arthur Segal,Expressionism,2
Pointillism,Auguste Herbin,Post-Impressionism,2
Pointillism,Bridget Riley,Op Art,1
Pointillism,Edouard Vuillard,Post-Impressionism,3
Pointillism,Fujishima Takeji,Romanticism,2
Pointillism,Georges Lacombe,Symbolism,4
Pointillism,Georges Ribemont-Dessaignes,Dada,1
Pointillism,Georges Seurat,Neo-Impressionism,1
Pointillism,Georges Vantongerloo,Abstract Art,3
Pointillism,Gerardo Dottori,Futurism,1
Pointillism,Giacomo Balla,Futurism,3
Pointillism,Hans Hofmann,Abstract Art,1
Pointillism,Henri Martin,Post-Impressionism,41
Pointillism,Hippolyte Petitjean,Neo-Impressionism,5
Pointillism,Jacoba van Heemskerck,Expressionism,2
Pointillism,Jan Toorop,Symbolism,1
Pointillism,Kazimir Malevich,Abstract Art,5
Pointillism,Kees van Dongen,Post-Impressionism,2
Pointillism,Louis Hayet,Neo-Impressionism,11
Pointillism,Lucien Pissarro,Impressionism,7
Pointillism,Léo Gausson,Neo-Impressionism,5
Pointillism,Marevna (Marie Vorobieff),Cubism,16
Pointillism,Marsden Hartley,Abstract Art,2
Pointillism,Maurice Prendergast,Post-Impressionism,7
Pointillism,Maximilien Luce,Neo-Impressionism,6
Pointillism,Pablo Picasso,Post-Impressionism,2
Pointillism,Richard Gerstl,Expressionism,11
Pointillism,Salvador Dali,Surrealism,6
Pointillism,Samuel Mutzner,Impressionism,4
Pointillism,Theo van Rysselberghe,Neo-Impressionism,1
Pointillism,Umberto Boccioni,Futurism,3
Pointillism,Vincent van Gogh,Post-Impressionism,3
Pointillism,Yeghishe Tadevosyan,Realism,1
Pop Art,Ai Weiwei,Conceptual Art,1
Pop Art,Aki Kuroda,Contemporary,2
Pop Art,Alberto Gironella,Surrealism,8
Pop Art,Aldo Mondino,Pop Art,23
Pop Art,Alex Hay,Pop Art,3
Pop Art,Alex Katz,Pop Art,77
Pop Art,Alfred Freddy Krupa,New Ink Art,3
Pop Art,Alina Szapocznikow,Surrealism,2
Pop Art,Allan D'Arcangelo,Pop Art,15
Pop Art,Allen Jones,Pop Art,17
Pop Art,Andy Warhol,Pop Art,224
Pop Art,Antonio Areal,Art Informel,10
Pop Art,Antonio Berni,Social Realism,8
Pop Art,Antonio Palolo,Neo-Expressionism,10
Pop Art,Audrey Flack,Abstract Expressionism,6
Pop Art,Babak-Matveev,Neo-Pop Art,1
Pop Art,Barkley L. Hendricks,Pop Art,4
Pop Art,Beatriz González,Pop Art,11
Pop Art,Bernd Luz,Pop Art,8
Pop Art,Billy Apple,Pop Art,34
Pop Art,Boris Bućan,Op Art,5
Pop Art,Brett Whiteley,Neo-Expressionism,1
Pop Art,Bruno Munari,Futurism,2
Pop Art,Burhan Dogancay,Pop Art,24
Pop Art,Carlos Almaraz,Neo-Expressionism,5
Pop Art,Charles Lapicque,Tachisme,9
Pop Art,Christian Attersee,Neo-Expressionism,20
Pop Art,Claes Oldenburg,Pop Art,22
Pop Art,Claudio Tozzi,Pop Art,13
Pop Art,Conrad Marca-Relli,Abstract Art,6
Pop Art,Corita Kent,Pop Art,20
Pop Art,Cricorps,Impressionism,1
Pop Art,Dale Hickey,Pop Art,15
Pop Art,Deborah Azzopardi,Pop Art,20
Pop Art,Derek Boshier,Pop Art,21
Pop Art,Dieter Asmus,Pop Art,16
Pop Art,Dieter Roth,Neo-Dada,10
Pop Art,Dmytro Kavsan,Outsider art (Art brut),2
Pop Art,Eduardo Arroyo,Pop Art,13
Pop Art,Eduardo Paolozzi,Pop Art,13
Pop Art,Edward Ruscha,Pop Art,61
Pop Art,Ellsworth Kelly,Post-Painterly Abstraction,5
Pop Art,Enrico Baj,Surrealism,2
Pop Art,Eric Massholder,Contemporary,2
Pop Art,Erro,Pop Art,33
Pop Art,Evelyne Axell,Pop Art,28
Pop Art,Florin Maxa,Post-Minimalism,1
Pop Art,Gary Wragg,Abstract Art,1
Pop Art,George Segal,Pop Art,15
Pop Art,Gerard Fromanger,Pop Art,26
Pop Art,Gerhard Richter,Abstract Art,1
Pop Art,Gianfranco Baruchello,Neo-Dada,3
Pop Art,Gil Nicolescu,Modernism,12
Pop Art,Herve Telemaque,Surrealism,4
Pop Art,Hiro Yamagata,Pop Art,101
Pop Art,Howard Arkley,Pop Art,15
Pop Art,Ivan Eyre,Surrealism,9
Pop Art,Ivan Marchuk,Magic Realism,1
Pop Art,James Rosenquist,Pop Art,47
Pop Art,Jasper Johns,Abstract Expressionism,31
Pop Art,Jean David,Surrealism,1
Pop Art,Jeff Koons,Neo-Pop Art,1
Pop Art,Jerry W. McDaniel,Pop Art,10
Pop Art,Jim Dine,Neo-Dada,14
Pop Art,Jim Lambie,Contemporary,11
Pop Art,Jo Baer,Minimalism,3
Pop Art,Joe Goode,Abstract Expressionism,6
Pop Art,Joe Tilson,Pop Art,7
Pop Art,John Baldessari,Conceptual Art,7
Pop Art,John Brack,Expressionism,5
Pop Art,Jorge Martins,Pop Art,8
Pop Art,Jose de Guimaraes,Pop Art,18
Pop Art,Kazimierz Mikulski,Surrealism,2
Pop Art,Keith Haring,Pop Art,34
Pop Art,Kenneth Price,Pop Art,6
Pop Art,Kerry James Marshall,Contemporary,2
Pop Art,Konrad Klapheck,Surrealism,10
Pop Art,Konrad Lueg,Neo-Dada,2
Pop Art,LeRoy Neiman,Neo-Expressionism,10
Pop Art,Lois Mailou Jones,Harlem Renaissance (New Negro Movement),1
Pop Art,Lourdes Castro,Pop Art,25
Pop Art,M.F. Husain,Cubism,5
Pop Art,Mario Comensoli,Social Realism,3
Pop Art,Mario Schifano,Pop Art,16
Pop Art,Marjorie Strider,Pop Art,34
Pop Art,Mark Lancaster,Post-Painterly Abstraction,3
Pop Art,Marko Pogacnik,Pop Art,15
Pop Art,Martial Raysse,Pop Art,28
Pop Art,Maruja Mallo,Magic Realism,1
Pop Art,Matthias Laurenz Gräff,Expressionism,1
Pop Art,May Wilson,Feminist Art,6
Pop Art,Nicholas Krushenick,Post-Painterly Abstraction,17
Pop Art,Nikias Skapinakis,Pop Art,9
Pop Art,Noguchi Isamu,Abstract Art,1
Pop Art,Oleg Holosiy,Neo-Expressionism,1
Pop Art,Oyvind Fahlstrom,Neo-Dada,13
Pop Art,Patrick Caulfield,Pop Art,50
Pop Art,Patrick Procktor,Pop Art,29
Pop Art,Paul Thek,Pop Art,10
Pop Art,Paul Wonner,Contemporary Realism,1
Pop Art,Pauline Boty,Pop Art,14
Pop Art,Paweł Kluza,Contemporary,4
Pop Art,Peter Blake,Pop Art,34
Pop Art,Peter Max,Pop Art,26
Pop Art,Peter Phillips,Pop Art,15
Pop Art,Philippe Halsman,Surrealism,1
Pop Art,R. B. Kitaj,Pop Art,22
Pop Art,Red Grooms,Pop Art,17
Pop Art,Renato Guttuso,Expressionism,3
Pop Art,Rene Bertholo,Pop Art,16
Pop Art,Richard Artschwager,Pop Art,3
Pop Art,Richard Hamilton,Pop Art,38
Pop Art,Richard Smith,Post-Painterly Abstraction,6
Pop Art,Robert Indiana,Pop Art,27
Pop Art,Robert Rauschenberg,Neo-Dada,20
Pop Art,Robert Silvers,Neo-Pop Art,38
Pop Art,Roberto Sambonet,Conceptual Art,3
Pop Art,Roger Raveel,Pop Art,17
Pop Art,Roland Petersen,Neo-Expressionism,6
Pop Art,Romare Bearden,Harlem Renaissance (New Negro Movement),4
Pop Art,Rosalyn Drexler,Pop Art,16
Pop Art,Roy Lichtenstein,Pop Art,117
Pop Art,Sa Nogueira,Modernismo,9
Pop Art,Samia Halaby,Abstract Expressionism,1
Pop Art,Samuel Buri,Pop Art,14
Pop Art,Saul Steinberg,Outsider art (Art brut),5
Pop Art,Sergei Parajanov,Surrealism,6
Pop Art,Sigmar Polke,New European Painting,1
Pop Art,Sonaly Gandhi,Pop Art,40
Pop Art,Stanley Pinker,Cubism,9
Pop Art,Steve Kaufman,Pop Art,16
Pop Art,Stuart Davis,Cubism,6
Pop Art,Sun Mu,Socialist Realism,7
Pop Art,Tadanori Yokoo,Pop Art,53
Pop Art,Takato Yamamoto,Contemporary,33
Pop Art,Tano Festa,Pop Art,29
Pop Art,Taro Yamamoto,Abstract Expressionism,2
Pop Art,Tsuruko Yamazaki,Abstract Expressionism,8
Pop Art,Valerio Adami,Pop Art,15
Pop Art,Varnette Honeywood,Pop Art,14
Pop Art,Walasse Ting,Abstract Expressionism,56
Pop Art,Walter Battiss,Abstract Art,16
Pop Art,Wayne Thiebaud,Pop Art,44
Pop Art,Wilhelm Sasnal,New European Painting,9
Pop Art,Will Barnet,Abstract Expressionism,103
Pop Art,Yayoi Kusama,Feminist Art,15
Pop Art,Yu Youhan,Pop Art,25
Pop Art,Yuriy Khymych,Socialist Realism,4
Pop Art,[ a y s h ],Futurism,1
Post-Impressionism,A.Y. Jackson,Art Nouveau,9
Post-Impressionism,Abraham Manievich,Expressionism,31
Post-Impressionism,Adalbert Erdeli,Post-Impressionism,34
Post-Impressionism,Adam Baltatu,Impressionism,14
Post-Impressionism,Agnes Lawrence Pelton,Modernism,2
Post-Impressionism,Albert Gleizes,Cubism,1
Post-Impressionism,Albert Huie,Post-Impressionism,9
Post-Impressionism,Albert Marquet,Post-Impressionism,40
Post-Impressionism,Aldemir Martins,Modernismo,1
Post-Impressionism,Alekos Kontopoulos,Social Realism,8
Post-Impressionism,Alexander Khvostenko-Khvostov,Avant-garde,1
Post-Impressionism,Alexandre Benois,Art Nouveau,20
Post-Impressionism,Alexandru Ciucurencu,Post-Impressionism,16
Post-Impressionism,Alfred Freddy Krupa,New Ink Art,13
Post-Impressionism,Alfred Krupa,Expressionism,4
Post-Impressionism,Alfred Sisley,Impressionism,6
Post-Impressionism,Alfred William Finch,Neo-Impressionism,13
Post-Impressionism,Amrita Sher-Gil,Post-Impressionism,22
Post-Impressionism,Andre Derain,Post-Impressionism,22
Post-Impressionism,Andre Dunoyer de Segonzac,Impressionism,5
Post-Impressionism,André Lhote,Cubism,2
Post-Impressionism,Anita Malfatti,Modernismo,23
Post-Impressionism,Anna Katarina Boberg,Art Nouveau,1
Post-Impressionism,Anna Ostroumova-Lebedeva,Art Nouveau,14
Post-Impressionism,Antonio Sicurezza,Modernism,60
Post-Impressionism,Aristarkh Lentulov,Avant-garde,6
Post-Impressionism,Armando Reveron,Modernismo,12
Post-Impressionism,Arshile Gorky,Surrealism,23
Post-Impressionism,Arthur Beecher Carles,Post-Impressionism,11
Post-Impressionism,Arthur Segal,Expressionism,5
Post-Impressionism,Arturo Souto,Expressionism,21
Post-Impressionism,Asgrimur Jonsson,Impressionism,10
Post-Impressionism,Auguste Herbin,Post-Impressionism,17
Post-Impressionism,Augustus John,Post-Impressionism,72
Post-Impressionism,Beauford Delaney,Modernism,3
Post-Impressionism,Bela Czobel,Post-Impressionism,14
Post-Impressionism,Bela Kadar,Expressionism,5
Post-Impressionism,Bertalan Por,Post-Impressionism,22
Post-Impressionism,Bice Lazzari,Art Informel,1
Post-Impressionism,C. R. W. Nevinson,Cubism,9
Post-Impressionism,Candido Portinari,Modernismo,5
Post-Impressionism,Carlo Carra,Futurism,7
Post-Impressionism,Carmen Osés Hidalgo,Modernism,6
Post-Impressionism,Charles Cottet,Post-Impressionism,16
Post-Impressionism,Charles Maurin,Symbolism,9
Post-Impressionism,Charles Reiffel,Post-Impressionism,12
Post-Impressionism,Christo Coetzee,Art Informel,2
Post-Impressionism,Christopher Wood,Post-Impressionism,27
Post-Impressionism,Constantin Piliuta,Post-Impressionism,55
Post-Impressionism,Corneliu Baba,Post-Impressionism,11
Post-Impressionism,Corneliu Michailescu,Cubism,7
Post-Impressionism,Cuno Amiet,Symbolism,44
Post-Impressionism,David Burliuk,Avant-garde,136
Post-Impressionism,Dobri Dobrev,Realism,8
Post-Impressionism,Dumitru Ghiatza,Post-Impressionism,19
Post-Impressionism,Edgar Chahine,Post-Impressionism,2
Post-Impressionism,Edouard Cortes,Post-Impressionism,226
Post-Impressionism,Edouard Vuillard,Post-Impressionism,64
Post-Impressionism,Eduardo Viana,Modernismo,9
Post-Impressionism,Edvard Weie,Post-Impressionism,13
Post-Impressionism,Edward Wadsworth,Vorticism,2
Post-Impressionism,Eileen Agar,Surrealism,2
Post-Impressionism,Emile Bernard,Post-Impressionism,6
Post-Impressionism,Emilio Pettoruti,Cubism,1
Post-Impressionism,Emily Carr,Post-Impressionism,34
Post-Impressionism,Emmanuel Zairis,Impressionism,7
Post-Impressionism,Endre Rozsda,Surrealism,8
Post-Impressionism,Eugeniusz Zak,Post-Impressionism,18
Post-Impressionism,Felix Vallotton,Post-Impressionism,26
Post-Impressionism,Ferdinand Hodler,Symbolism,28
Post-Impressionism,Fernando García Ponce,Abstract Art,2
Post-Impressionism,Frances Hodgkins,Post-Impressionism,16
Post-Impressionism,Francisc Sirato,Post-Impressionism,24
Post-Impressionism,Frank Johnston,Art Nouveau,5
Post-Impressionism,Franklin Carmichael,Art Nouveau,2
Post-Impressionism,Franz Marc,Expressionism,11
Post-Impressionism,Frederick Carl Frieseke,Impressionism,2
Post-Impressionism,Fujishima Takeji,Romanticism,66
Post-Impressionism,Gabriele Munter,Expressionism,5
Post-Impressionism,Gazmend Freitag,Contemporary Realism,3
Post-Impressionism,Georg Pauli,Symbolism,5
Post-Impressionism,George Henry,Impressionism,2
Post-Impressionism,George Stefanescu,Post-Impressionism,45
Post-Impressionism,George Washington Lambert,Symbolism,12
Post-Impressionism,Georges Braque,Cubism,3
Post-Impressionism,Georges Lemmen,Neo-Impressionism,9
Post-Impressionism,Georges Seurat,Neo-Impressionism,42
Post-Impressionism,Georges Vantongerloo,Abstract Art,1
Post-Impressionism,Georgi Mashev,Realism,13
Post-Impressionism,Giorgio Morandi,Metaphysical art,10
Post-Impressionism,Gohar Fermanyan ,Post-Impressionism,3
Post-Impressionism,Grace Cossington Smith,Post-Impressionism,39
Post-Impressionism,Grant Wood,Regionalism,12
Post-Impressionism,Gregoire Boonzaier,Impressionism,15
Post-Impressionism,Grégoire Michonze,Surrealism,10
Post-Impressionism,Guan Zilan,Post-Impressionism,9
Post-Impressionism,Gustave Loiseau,Post-Impressionism,258
Post-Impressionism,Gwen John,Post-Impressionism,45
Post-Impressionism,Hale Woodruff,Harlem Renaissance (New Negro Movement),3
Post-Impressionism,Harry Phelan Gibb,Post-Impressionism,14
Post-Impressionism,Henri Catargi,Impressionism,15
Post-Impressionism,Henri Le Fauconnier,Cubism,13
Post-Impressionism,Henri Manguin,Post-Impressionism,12
Post-Impressionism,Henri Martin,Post-Impressionism,51
Post-Impressionism,Henri Matisse,Impressionism,152
Post-Impressionism,Henri de Toulouse-Lautrec,Post-Impressionism,221
Post-Impressionism,Henri-Edmond Cross,Neo-Impressionism,8
Post-Impressionism,Henry Tonks,Impressionism,2
Post-Impressionism,Horia Bernea,Neo-Orthodoxism,9
Post-Impressionism,Huang Yongyu,Republic of China (1912–1949),2
Post-Impressionism,Hélène de Beauvoir,Modernism,10
Post-Impressionism,Ilya Mashkov,Post-Impressionism,79
Post-Impressionism,Ion Pacea,Post-Impressionism,29
Post-Impressionism,Ion Theodorescu-Sion,Post-Impressionism,33
Post-Impressionism,Ion Tuculescu,Expressionism,7
Post-Impressionism,Irma Stern,Post-Impressionism,38
Post-Impressionism,Istvan Ilosvai Varga,Post-Impressionism,13
Post-Impressionism,Istvan Nagy,Post-Impressionism,31
Post-Impressionism,Ivan Mrkviсka,Realism,7
Post-Impressionism,J. E. H. MacDonald,Art Nouveau,9
Post-Impressionism,Jacek Malczewski,Symbolism,9
Post-Impressionism,Jacques Villon,Cubism,11
Post-Impressionism,Jacques-Émile Blanche,Symbolism,9
Post-Impressionism,Jan Sluyters,Post-Impressionism,13
Post-Impressionism,Jan Toorop,Symbolism,1
Post-Impressionism,Janos Tornyai,Realism,11
Post-Impressionism,Javad Hamidi,Modernism,1
Post-Impressionism,Jean Hugo,Cubism,6
Post-Impressionism,John Peter Russell,Impressionism,3
Post-Impressionism,Jose Pancetti,Modernismo,15
Post-Impressionism,Jozsef Rippl-Ronai,Post-Impressionism,9
Post-Impressionism,Jules-Alexandre Grun,Post-Impressionism,29
Post-Impressionism,Julius Bissier,Art Informel,4
Post-Impressionism,Józef Mehoffer,Post-Impressionism,10
Post-Impressionism,Józef Pankiewicz,Realism,22
Post-Impressionism,Karlo Zvirynsky,Abstract Art,3
Post-Impressionism,Karoly Ferenczy,Impressionism,3
Post-Impressionism,Kazimir Malevich,Abstract Art,5
Post-Impressionism,Kees van Dongen,Post-Impressionism,11
Post-Impressionism,Kimon Loghi,Symbolism,4
Post-Impressionism,Koloman Moser,Art Nouveau,5
Post-Impressionism,Konstantin Gorbatov,Post-Impressionism,254
Post-Impressionism,Konstantin Yuon,Symbolism,99
