artist,Nationality,PaintingSchool,ArtMovement,Influencedby,Influencedon,Pupils,Teachers,FriendsandCoworkers,FirstYear,LastYear,Places,PlacesYears,StylesYears,StylesCount,PlacesCount,Contemporary,Type
Gary Kuehn,American,,{Post-Minimalism:13},,,,,,1963.0,1974.0,,,Post-Minimalism:1963-1974,{Post-Minimalism:13},,No,
Doug Wheeler,American,,{Light and Space:11},"Artists2/Doug Wheeler/Infinity Room Sa Mi 75 Dz Ny 12 2012.jpg,",,,,,1964.0,2012.0,"Los Angeles, US, CA","Los Angeles:1969-1969,CA:1969-1969,US:1969-1969","Light and Space:1965-2012,Minimalism:1964-1964","{Light and Space:10}, {Minimalism:1}","{Los Angeles:1},{CA:1},{US:1}",Yes,
Jim Nutt,American,Chicago Imagists,{Funk Art:15},,,,,,1966.0,1986.0,,,Surrealism:1966-1986,{Surrealism:15},,,
Jan Groth,Norwegian,,{Minimalism:15},,,,,,1964.0,1997.0,,,Minimalism:1964-1997,{Minimalism:15},,,
Mark Lancaster,British,,"{Post-Painterly Abstraction,Pop Art:19}",,,,,,1965.0,1990.0,,,"Abstract Expressionism:1965-1990,Minimalism:1966-1969","{Pop Art:3}, {Abstract Expressionism:13}, {Minimalism:4}",,,
Funasaka Yoshisuke,Japanese,,{Shōwa period (1926–1989):42},,,,,,1969.0,1992.0,,,Sōsaku hanga:1969-1992,{Sōsaku hanga:42},,,
Horia Bernea,Romanian,"Prolog Group,9+1",{Neo-Orthodoxism:46},,,,,,1964.0,1999.0,,,"Expressionism:1964-1999,Abstract Expressionism:1976-1987,Post-Impressionism:1976-1996,Impressionism:1983-1987","{Expressionism:24}, {Abstract Expressionism:8}, {Conceptual Art:2}, {Post-Impressionism:9}, {Impressionism:3}",,,
Eduardo Nery,Portuguese,,"{Abstract Illusionism,Op Art:40}",,,,,,1966.0,2008.0,,,"Op Art:1966-2008,Abstract Expressionism:1972-1982,Conceptual Art:1970-1970","{Op Art:33}, {Abstract Expressionism:6}, {Conceptual Art:1}",,Yes,
Janet Fish,American,,{Contemporary Realism:25},,,,,,1971.0,2009.0,,,Contemporary Realism:1971-2009,{Contemporary Realism:25},,Yes,
Brice Marden,American,,"{Abstract Expressionism,Minimalism:124}",,,,,,1962.0,2012.0,"London, US, Houston, CA, UK, San Francisco","London:1988-1991,UK:1988-1991,Houston:1974-1975,US:1966-1975,San Francisco:1966-1966,CA:1966-1966","Minimalism:1962-2012,Color Field Painting:1969-2012,Abstract Expressionism:1972-2011,Hard Edge Painting:1976-1980","{Minimalism:67}, {Color Field Painting:17}, {Abstract Expressionism:54}, {Hard Edge Painting:2}","{London:2},{UK:2},{Houston:1},{US:2},{San Francisco:1},{CA:1}",Yes,
Pauline Boty,British,,{Pop Art:14},,,,,,1962.0,1966.0,"London, UK","London:1963-1963,UK:1963-1963","Feminist Art:1964-1966,Pop Art:1962-1966","{Feminist Art:4}, {Pop Art:14}","{London:1},{UK:1}",No,
Fusun Onur,Turkish,,"{Feminist Art,Post-Minimalism:18}",,,,,,1968.0,2014.0,,,"Post-Minimalism:1968-2014,Conceptual Art:1993-2012,Magic Realism:2012-2012,Neo-Expressionism:2012-2012,Feminist Art:1985-2007","{Post-Minimalism:14}, {Conceptual Art:2}, {Magic Realism:1}, {Neo-Expressionism:1}, {Feminist Art:4}",,Yes,
Pat Steir,American,,{New Image Painting:14},,,,,,1973.0,2005.0,"NY, New York City, US",,Post-Painterly Abstraction:1973-2005,{Post-Painterly Abstraction:13},"{New York City:1},{NY:1},{US:1}",Yes,
Michel Parmentier,French,BMPT,{Minimalism:10},,,,,,1962.0,1992.0,,,Minimalism:1962-1992,{Minimalism:10},,,
Norman Ackroyd,British,,{Contemporary Realism:16},,,,,,1971.0,2010.0,,,Contemporary Realism:1971-2010,{Contemporary Realism:16},,Yes,
Vladimir Bonacic,Croatian,,{CyberArt:12},,,,,,1969.0,1977.0,,,Cyber Art:1969-1977,{Cyber Art:12},,No,
Tess Jaray,"British,Austrian",,"{Op Art,Minimalism:18}",,,,,,1963.0,2012.0,,,"Op Art:1963-2012,Minimalism:1967-2012","{Op Art:17}, {Minimalism:7}",,Yes,
Radi Nedelchev,Bulgarian,,{Naïve Art (Primitivism):25},,,,,,1967.0,2006.0,,,Naïve Art (Primitivism):1967-2006,{Naïve Art (Primitivism):25},,Yes,
Angelo De Sousa,Portuguese,,{Minimalism:21},,,,,,1965.0,2009.0,,,"Hard Edge Painting:1965-2009,Minimalism:1966-1997,Color Field Painting:1974-2006","{Hard Edge Painting:6}, {Minimalism:10}, {Color Field Painting:5}",,Yes,
Herve Telemaque,French,,"{Surrealism,Pop Art:13}",,,,,,1963.0,2010.0,,,"Pop Art:1963-2010,Surrealism:1973-2010","{Pop Art:13}, {Surrealism:9}",,Yes,
Peter Max,"American,German",,{Pop Art:26},,,,,,1966.0,2011.0,,,Pop Art:1966-2011,{Pop Art:26},,Yes,
Grazia Varisco,Italian,Gruppo T,"{Kinetic art,Minimalism:21}",,,,,,1957.0,2008.0,,,"Op Art:1959-1970,Minimalism:1960-2008,Kinetic Art:1963-1969","{Op Art:8}, {Minimalism:10}, {Kinetic Art:4}",,Yes,
James Licini,Swiss,,{Minimalism:11},,,,,,1971.0,2012.0,,,Minimalism:1971-2012,{Minimalism:11},,Yes,
Ali Akbar Sadeghi,Iranian,,{Surrealism:7},,,,,,,,,,,{Surrealism:3},,,
Hossein Zenderoudi,Iranian,,{Abstract Art:5},,,,,,1972.0,1977.0,,,Abstract Art:1972-1977,{Abstract Art:5},,No,
Richard Van Buren,American,Park Place,{Post-Minimalism:10},,,,,,1970.0,1979.0,,,Post-Minimalism:1970-1979,{Post-Minimalism:10},,No,
Dale Hickey,Australian,,{Pop Art:15},,,,,,1967.0,2004.0,,,Pop Art:1967-2004,{Pop Art:15},,Yes,
Robert Macpherson,Australian,,{Conceptual Art:13},,,,,,1977.0,2005.0,,,Conceptual Art:1977-2005,{Conceptual Art:13},,Yes,
Robert Grosvenor,American,Park Place,{Minimalism:12},,,,,,1966.0,1997.0,,,Minimalism:1966-1997,{Minimalism:12},,,
Larry Zox,American,,"{Abstract Expressionism,Post-Painterly Abstraction:47}",,,,,,1962.0,1993.0,,,"Lyrical Abstraction:1976-1993,Hard Edge Painting:1962-1980,Color Field Painting:1964-1993","{Lyrical Abstraction:16}, {Hard Edge Painting:24}, {Color Field Painting:6}, {Abstract Expressionism:1}",,,
Matsutani,Japanese,Gutai group,{Art Informel:27},,,,,,1961.0,2010.0,,,"Art Informel:1961-2006,Minimalism:1977-2010,Color Field Painting:1969-1972","{Art Informel:18}, {Minimalism:6}, {Color Field Painting:4}",,Yes,
Joe Goode,American,,"{Abstract Expressionism,Pop Art:26}",,,,,,1911.0,2009.0,,,"Abstract Expressionism:1911-2008,Pop Art:1963-2009","{Abstract Expressionism:20}, {Pop Art:6}",,Yes,
Ronald Davis,American,,"{Post-Painterly Abstraction,Abstract Illusionism,CyberArt:17}",,,,,,1962.0,1969.0,,,"Abstract Expressionism:1962-1969,Op Art:1963-1969,Hard Edge Painting:1964-1969","{Abstract Expressionism:4}, {Op Art:9}, {Hard Edge Painting:11}",,No,
Marin Gherasim,Romanian,9+1,{Neo-Orthodoxism:20},,,,,,1983.0,2010.0,,,"Expressionism:1983-2010,Byzantine:1983-2009,Abstract Art:2007-2010","{Expressionism:20}, {Byzantine:10}, {Abstract Art:4}",,Yes,
Iain Baxter,"British,Canadian",,{Conceptual Art:10},,,,,,1965.0,2008.0,,,Conceptual Art:1965-2008,{Conceptual Art:10},,Yes,
Iran Darroudi,Iranians,,,"135 x 135 cm,92 x 65 cm,118 x 89 cm,140 x 140 cm,",,,,,1968.0,1969.0,,,,,,No,
Joachim Bandau,German,,{Minimalism:19},,,,,,1969.0,2011.0,,,"Minimalism:1978-2011,Post-Minimalism:1969-1990","{Minimalism:15}, {Post-Minimalism:4}",,Yes,
Dora Boneva,Bulgarian,,{Expressionism:7},,,,,,,,,,,{Expressionism:7},,,
Giorgio Griffa,Italian,,"{Post-Painterly Abstraction,Arte Povera:16}",,,,,,1968.0,2008.0,,,Post-Minimalism:1968-2008,{Post-Minimalism:16},,Yes,
Derek Boshier,British,,{Pop Art:22},,,,,,1962.0,2008.0,"London, UK","London:1962-1962,UK:1962-1962","Pop Art:1962-2008,Neo-Expressionism:1980-1980,Minimalism:1966-1966","{Pop Art:21}, {Neo-Expressionism:3}, {Minimalism:1}","{London:1},{UK:1}",Yes,
Monique Orsini,French,,{Art Informel:36},,,,,,1998.0,2011.0,,,"Lyrical Abstraction:2002-2011,Tachisme:1998-1998,Art Informel:1998-1998","{Lyrical Abstraction:33}, {Tachisme:1}, {Art Informel:2}",,Yes,
Doug Ohlson,American,,{Post-Painterly Abstraction:24},,,,,,1962.0,2005.0,,,"Hard Edge Painting:1964-2005,Color Field Painting:1975-2003,Minimalism:1962-1977","{Hard Edge Painting:6}, {Color Field Painting:16}, {Minimalism:2}",,Yes,
Rochelle Blumenfeld,,,"{Abstract Expressionism,Abstract Art,Contemporary:23}",,,,,,,,,,,"{Abstract Art:23}, {Abstract Expressionism:22}, {Contemporary:1}",,,
Edward Avedisian,"American,Armenian",,{Post-Painterly Abstraction:28},,,,,,1960.0,1979.0,,,"Lyrical Abstraction:1970-1979,Color Field Painting:1962-1969,Hard Edge Painting:1960-1964","{Lyrical Abstraction:12}, {Color Field Painting:6}, {Hard Edge Painting:10}",,No,
Frank Bowling,"British,Guyanese",,{Abstract Expressionism:17},,,,,,1966.0,2011.0,"London, UK","London:1968-1986,UK:1968-1986","Abstract Expressionism:1966-2011,Lyrical Abstraction:1974-2009,Color Field Painting:1968-1974","{Abstract Expressionism:10}, {Lyrical Abstraction:5}, {Color Field Painting:2}","{London:2},{UK:2}",Yes,
Takamatsu Jiro,Japanese,,{Post-Minimalism:13},,,,,,1968.0,1997.0,,,"Post-Minimalism:1968-1997,Conceptual Art:1973-1973,Minimalism:1969-1973","{Post-Minimalism:6}, {Conceptual Art:1}, {Minimalism:6}",,,
Antonio Lopez,Spanish,,"{Magic Realism,Contemporary Realism:12}",,,,,,1955.0,1982.0,,,"Hyper-Realism:1958-1982,Contemporary Realism:1971-1980,Surrealism:1957-1981,Magic Realism:1964-1964,Realism:1955-1955","{Hyper-Realism:5}, {Contemporary Realism:3}, {Surrealism:3}, {Magic Realism:2}, {Realism:1}",,,
David Annesley,British,,{New Generation Sculpture:15},,,,,,1964.0,1970.0,,,Post-Minimalism:1964-1970,{Post-Minimalism:15},,No,
Leo Valledor,"American,Filipino",Park Place,"{Abstract Expressionism,Post-Painterly Abstraction,Minimalism:19}",,,,,,1958.0,1988.0,,,"Hard Edge Painting:1965-1988,Minimalism:1974-1983,Op Art:1967-1981,Abstract Expressionism:1958-1958","{Hard Edge Painting:18}, {Minimalism:2}, {Op Art:3}, {Abstract Expressionism:1}",,,
Lee Ufan,"Japanese,South Korean",Mono-ha,{Dansaekhwa (Korean Monochrome Painting):19},,,,,,1964.0,2010.0,,,"Minimalism:1970-2010,Abstract Expressionism:1964-1975","{Minimalism:16}, {Abstract Expressionism:3}",,Yes,
Gil Teixeira Lopes,Portuguese,,{Art Informel:16},,,,,,,,,,,"{Art Informel:12}, {Expressionism:4}",,,
Claude Viallat,French,Supports/Surfaces,{Contemporary:21},,,,,,1994.0,2007.0,,,Color Field Painting:1994-2007,{Color Field Painting:21},,Yes,
Patrick Procktor,"British,Irish",,{Pop Art:38},,,,,,1960.0,1989.0,,,"Expressionism:1962-1987,Pop Art:1960-1989","{Expressionism:17}, {Pop Art:29}",,,
Hubertine Heijermans,Dutch,Dutch School,{Contemporary Realism:52},,,,,,1959.0,2003.0,,,"Expressionism:1959-1997,Realism:1981-2003,Conceptual Art:1981-1981,Surrealism:1978-1978,Naturalism:1959-1959","{Expressionism:8}, {New Realism:4}, {Realism:26}, {Contemporary Realism:11}, {Conceptual Art:4}, {Impressionism:2}, {Naturalism:6}, {Surrealism:1}",,Yes,
De Wain Valentine,American,,{Light and Space:30},,,,,,1966.0,2011.0,,,Light and Space:1966-2011,{Light and Space:30},,Yes,
Constantin Flondor,Romanian,"Prolog Group,Sigma Group,111","{Abstract Art,Op Art,Contemporary:54}",,,,,,1952.0,2002.0,,,"Abstract Art:1965-2001,Expressionism:1954-2002,Environmental (Land) Art:1975-1997,Realism:1952-1989,Op Art:1967-1972,Surrealism:1964-1964","{Abstract Art:26}, {Expressionism:15}, {Environmental (Land) Art:4}, {Realism:4}, {Op Art:6}, {Surrealism:3}",,Yes,
Albin Brunovsky,Slovak,,{Surrealism:20},,,,,,1978.0,1991.0,,,Surrealism:1978-1991,{Surrealism:20},,,
Billy Apple,New Zealander,,"{Pop Art,Conceptual Art:47}",,,,,,1960.0,2011.0,,,"Pop Art:1962-2011,Conceptual Art:1960-2003","{Pop Art:35}, {Conceptual Art:12}",,Yes,
Jerry W Mcdaniel,American,,{Pop Art:11},,,,,,1965.0,2011.0,,,"Pop Art:1967-2011,Art Deco:1965-1965,Op Art:1965-1965","{Pop Art:10}, {Art Deco:1}, {Op Art:1}",,Yes,
Stanley Brouwn,Dutch,Zero,{Conceptual Art:10},,,,,,1963.0,2005.0,,,Conceptual Art:1963-2005,{Conceptual Art:10},,Yes,
Valerio Adami,Italian,,{Pop Art:15},,,,,,1963.0,1986.0,,,Pop Art:1963-1986,{Pop Art:15},,,
Mary Pratt,Canadian,,"{Photorealism (Super-Realism, Hyper-Realism):15}",,,,,,1969.0,2011.0,,,Photorealism:1969-2011,{Photorealism:15},,Yes,
Kenneth Price,American,,"{Pop Art,Post-Minimalism:12}",,,,,,1968.0,2011.0,"NY, New York City, US","New York City:1968-1998,NY:1968-1998,US:1968-1998","Pop Art:1968-2005,Post-Minimalism:1974-1998","{Pop Art:6}, {Post-Minimalism:4}","{New York City:6},{NY:6},{US:6}",Yes,
Konrad Klapheck,German,,"{Surrealism,Pop Art:10}",,,,,,1959.0,2004.0,,,Pop Art:1959-2004,{Pop Art:10},,Yes,
Ha Chong Hyun,South Korean,,"{Korean Informel ,Dansaekhwa (Korean Monochrome Painting):10}",,,,,,1972.0,2009.0,,,Minimalism:1972-2009,{Minimalism:10},,Yes,
Evelyne Axell,Belgian,,{Pop Art:28},,,,,,1962.0,1972.0,,,Pop Art:1962-1972,{Pop Art:28},,No,
Ivan Eyre,Canadian,,"{Contemporary,Surrealism,Pop Art:42}","Willem de Kooning,Max Beckmann,Joan Miro,Arshile Gorky,",,,,,1963.0,2010.0,"Ottawa, Canada","Ottawa:1974-1982,Canada:1974-1982","Pop Art:1969-2007,Surrealism:1963-2010,Contemporary Realism:1973-2008,Expressionism:1963-1963,Abstract Expressionism:1997-1997","{Pop Art:23}, {Surrealism:27}, {Contemporary Realism:18}, {Expressionism:4}, {Cubism:1}, {Abstract Expressionism:1}","{Ottawa:2},{Canada:2}",Yes,
Guy Mees,Flemish,,{Post-Minimalism:15},,,,,,1964.0,1998.0,,,Post-Minimalism:1964-1998,{Post-Minimalism:15},,,
William Tucker,"British,Egyptian",,{New Generation Sculpture:15},,,,"Anthony Caro,",,1960.0,1998.0,,,"Abstract Expressionism:1983-1998,Post-Minimalism:1960-1971","{Abstract Expressionism:2}, {Post-Minimalism:13}",,,
Jean Claude Silbermann,French,,{Surrealism:11},,,,,,1977.0,2008.0,,,Surrealism:1977-2008,{Surrealism:11},,Yes,
Roman Cotosman,"American,Romanian",111,{Minimalism:10},,,,,,1990.0,1990.0,,,Minimalism:1990-1990,{Minimalism:10},,,
Robert Huot,American,,"{Post-Painterly Abstraction,Minimalism:19}",,,,,,1963.0,1975.0,,,"Abstract Expressionism:1973-1975,Minimalism:1963-1969,Conceptual Art:1968-1969,Post-Painterly Abstraction:1963-1966","{Abstract Expressionism:2}, {Minimalism:13}, {Conceptual Art:2}, {Post-Painterly Abstraction:5}",,No,
Basil Beattie,British,,{Abstract Expressionism:20},,,,,,1969.0,2005.0,"Tate Britain, UK, London","Tate Britain:1992-2002,London:1992-2002,UK:1992-2002","Abstract Expressionism:1973-2005,Color Field Painting:1969-1992","{Abstract Expressionism:17}, {Color Field Painting:3}","{Tate Britain:6},{London:6},{UK:6}",Yes,
Tadasky,"American,Japanese",Gutai group,{Op Art:19},,,,,,1961.0,1978.0,,,Op Art:1961-1978,{Op Art:19},,No,
Joao Vieira,Portuguese,,{Lettrism:13},,,,,,1966.0,2009.0,,,"Lettrism:1966-2009,Conceptual Art:1970-2001,Expressionism:1987-1994","{Lettrism:8}, {Conceptual Art:3}, {Expressionism:2}",,Yes,
Samuel Buri,Swiss,,{Pop Art:31},,,,,,1956.0,1997.0,,,"Art Informel:1956-1989,Pop Art:1963-1992,Lyrical Abstraction:1961-1961,Neo-Expressionism:1980-1997","{Art Informel:7}, {Pop Art:14}, {Lyrical Abstraction:3}, {Neo-Expressionism:9}",,,
Rene Bertholo,Portuguese,,{Pop Art:22},,,,,,1963.0,2003.0,,,"Pop Art:1963-2003,Surrealism:1976-2003,Conceptual Art:1967-1971","{Pop Art:20}, {Surrealism:6}, {Conceptual Art:3}",,Yes,
Charles Bell,American,,"{Photorealism (Super-Realism, Hyper-Realism):44}",,,,,,1971.0,1995.0,,,Photorealism:1971-1995,{Photorealism:43},,,
Robert Zakanitch,American,,{P&D (Pattern and Decoration):22},,,,,,1975.0,2009.0,,,P&D (Pattern and Decoration):1975-2009,{P&D (Pattern and Decoration):22},,Yes,
John Mccracken,American,,"{Minimalism,Light and Space:42}",,,,,,1962.0,2008.0,"NY, New York City, US","New York City:1967-1967,NY:1967-1967,US:1967-1967","Light and Space:1966-2008,Minimalism:1966-2008,Abstract Expressionism:1962-1983","{Light and Space:22}, {Minimalism:21}, {Abstract Expressionism:5}","{New York City:1},{NY:1},{US:1}",Yes,
John Hoyland,British,,"{Abstract Expressionism,Post-Painterly Abstraction:78}",,,,,,1960.0,2011.0,"Tate Britain, UK, London","Tate Britain:1961-1986,London:1961-1986,UK:1961-1986","Color Field Painting:1960-2009,Abstract Expressionism:1975-2011,Lyrical Abstraction:1971-1979","{Color Field Painting:32}, {Abstract Expressionism:35}, {Lyrical Abstraction:12}","{Tate Britain:5},{London:5},{UK:5}",Yes,
Walter Darby Bannard,American,,"{Post-Painterly Abstraction,Minimalism:28}",,,,,,1959.0,1981.0,,,"Lyrical Abstraction:1969-1981,Color Field Painting:1959-1972,Hard Edge Painting:1964-1968,Minimalism:1959-1963","{Lyrical Abstraction:8}, {Color Field Painting:9}, {Hard Edge Painting:3}, {Minimalism:8}",,,
Jeremy Moon,British,,{Post-Painterly Abstraction:39},,,,,,1960.0,1973.0,"Tate Britain, UK, London","Tate Britain:1972-1972,London:1972-1972,UK:1972-1972","Post-Painterly Abstraction:1960-1973,Minimalism:1962-1966,Post-Minimalism:1962-1972","{Post-Painterly Abstraction:35}, {Minimalism:3}, {Post-Minimalism:2}","{Tate Britain:1},{London:1},{UK:1}",No,
Gerhard Von Graevenitz,German,Zero,"{Kinetic art,Op Art:13}",,,,,,1959.0,1973.0,,,"Kinetic Art:1962-1973,Op Art:1959-1973","{Kinetic Art:6}, {Op Art:7}",,No,
Robert Qualters,American,Bay Area Figurative School,,,,,,,1980.0,2003.0,,,Neo-Expressionism:1980-2003,{Neo-Expressionism:15},,Yes,
Bob Law,British,,{Minimalism:15},,,,,,1960.0,2001.0,,,"Color Field Painting:2001-2001,Minimalism:1960-2000,Conceptual Art:1970-1970","{Color Field Painting:1}, {Minimalism:13}, {Conceptual Art:1}",,Yes,
Jorge Camacho,"French,Cuban",,{Surrealism:10},,,,,,1954.0,2006.0,,,Surrealism:1954-2006,{Surrealism:10},,Yes,
Thomas Nonn,,,"{Haute Pâte (Matter Painting),Abstract Expressionism,Abstract Art:5}",,,,,,,,,,,{Abstract Art:5},,,
Bernard Aubertin,French,Zero,{Nouveau Réalisme:14},,,,,"Yves Klein,Heinz Mack,Otto Piene,",1960.0,1979.0,,,Nouveau Réalisme:1960-1979,{Nouveau Réalisme:14},,No,
Charles Bezie,French,,{Neo-Minimalism (Neo-Geo):17},,,,,,1974.0,2010.0,,,"Neo-Geo:1974-2010,Op Art:1980-1981","{Neo-Geo:17}, {Op Art:2}",,Yes,
Helen Pashgian,American,,{Light and Space:14},,,,,,1968.0,2013.0,,,Light and Space:1968-2013,{Light and Space:14},,Yes,
Victor Bonato,German,,"{Op Art,Minimalism:18}",,,,,,1970.0,1992.0,,,"Op Art:1970-1981,Minimalism:1970-1992","{Op Art:13}, {Minimalism:10}",,,
Jose Escada,Portuguese,,{Surrealism:20},,,,,,1958.0,1979.0,,,"Expressionism:1972-1979,Surrealism:1958-1975","{Expressionism:2}, {Surrealism:19}",,No,
Phillip King,British,,{New Generation Sculpture:15},,,,,,1961.0,1979.0,,,"Post-Minimalism:1962-1979,Abstract Expressionism:1962-1971,Minimalism:1961-1970","{Post-Minimalism:3}, {Abstract Expressionism:8}, {Minimalism:7}",,No,
Jyoti Bhatt,Indian,,,,,,,,1961.0,1994.0,,,"Naïve Art (Primitivism):1961-1993,Pop Art:1990-1990","{Naïve Art (Primitivism):8}, {Pop Art:3}",,,
Antonio Areal,Portuguese,,"{Art Informel,Pop Art:25}",,,,,,1955.0,1977.0,,,"Surrealism:1955-1977,Pop Art:1966-1970,Neo-Dada:1967-1969,Art Informel:1955-1966","{Surrealism:10}, {Pop Art:12}, {Neo-Dada:2}, {Art Informel:6}",,No,
Yves Gaucher,Canadian,Nouveaux Plasticiens,{Minimalism:33},,,,,,1961.0,2000.0,,,"Minimalism:1961-2000,Hard Edge Painting:1964-1986,Color Field Painting:1964-1990","{Minimalism:19}, {Hard Edge Painting:3}, {Color Field Painting:11}",,Yes,
Michael Bolus,"British,South African",,{New Generation Sculpture:16},,,,,,1958.0,1969.0,,,Post-Minimalism:1958-1969,{Post-Minimalism:16},,No,
Helena Almeida,Portuguese,,{Conceptual Art:15},,,,,,1969.0,2002.0,,,Conceptual Art:1969-2002,{Conceptual Art:15},,Yes,
Sven Lukin,"American,Latvian",,{Post-Painterly Abstraction:17},,,,,,1963.0,2012.0,,,Color Field Painting:1963-2012,{Color Field Painting:17},,Yes,
Andre Cadere,"French,Polish,Romanian",,"{Conceptual Art,Post-Minimalism:16}",,,,,,1970.0,1977.0,"Spain, Madrid","Madrid:1971-1971,Spain:1971-1971",Minimalism:1970-1977,{Minimalism:16},"{Madrid:1},{Spain:1}",No,
Louay Kayyali,Syrian,,{Expressionism:23},,,,,,1960.0,1976.0,,,Expressionism:1960-1976,{Expressionism:23},,No,
Marjorie Strider,American,,{Pop Art:35},,,,,,1960.0,2010.0,,,Pop Art:1960-2010,{Pop Art:34},,Yes,
Franco Fontana,Italian,,{Transavantgarde:16},,,,,,1972.0,2005.0,,,,,,Yes,
Dimitris Mytaras,Greek,,{Expressionism:70},,,,,,1955.0,1996.0,,,"Expressionism:1957-1996,Contemporary Realism:1981-1982,Abstract Art:1955-1994","{Expressionism:61}, {Surrealism:3}, {Contemporary Realism:4}, {Abstract Art:2}",,,
Viorel Marginean,Romanian,,{Contemporary:46},,,,,,1968.0,2009.0,,,"Expressionism:1968-2009,Naïve Art (Primitivism):1977-2009","{Expressionism:41}, {Naïve Art (Primitivism):16}, {Post-Impressionism:2}",,Yes,
Mark Di Suvero,"American,Chinese",Park Place,{Abstract Expressionism:15},,,,,,1959.0,1992.0,,,"Abstract Expressionism:1960-1992,Junk Art:1959-1959","{Abstract Expressionism:14}, {Junk Art:1}",,,
Kuno Gonschior,German,Zero,{Post-Painterly Abstraction:15},"Josef Albers,",,,,,1960.0,2004.0,,,"Post-Painterly Abstraction:1960-2004,Minimalism:1977-1989","{Post-Painterly Abstraction:13}, {Minimalism:2}",,Yes,
Samuel Bak,Jewish,,{Contemporary:17},,,,,,1965.0,2003.0,,,Surrealism:1965-2003,{Surrealism:17},,Yes,
Jorge Castillo,Spanish,,"{Surrealism,Art Informel:9}",,,,,,1957.0,2010.0,,,Surrealism:1957-2010,{Surrealism:9},,Yes,
Montserrat Gudiol,,,,,,,,,,,,,,,,,
Domenico Gnoli,Italian,,{Surrealism:17},,,,,,1959.0,1969.0,,,"Pop Art:1967-1969,Surrealism:1959-1969","{Pop Art:6}, {Surrealism:17}",,No,
Guido Molinari,Canadian,Nouveaux Plasticiens,{Post-Painterly Abstraction:26},,,,,,1953.0,1999.0,,,"Abstract Expressionism:1953-1958,Hard Edge Painting:1956-1999,Color Field Painting:1953-1988","{Abstract Expressionism:6}, {Hard Edge Painting:17}, {Color Field Painting:3}",,,
Guntis Strupulis,Latvian,,{New Realism (American Realism):27},"Artists2/Guntis Strupulis/Atp Ta 1972.jpg,Artists2/Guntis Strupulis/M Kslas Vingrot Jas 1966.jpg,",,,,,1961.0,1974.0,,,"Surrealism:1969-1969,Symbolism:1969-1969,Poster Art Realism:1969-1969","{Realism:3}, {Social Realism:2}, {Socialist Realism:2}, {Surrealism:2}, {Symbolism:1}, {Poster Art Realism:1}",,No,
Erik Bulatov,Russian,,"{Conceptual Art,Sots Art,Photorealism (Super-Realism, Hyper-Realism):38}","Moscow Conceptualists,Robert Falk,",,,,"Ilya Kabakov,",1964.0,2011.0,,,"Conceptual Art:1974-2011,Photorealism:1971-2011,Sots Art:1974-2010,Abstract Art:1964-1964","{Conceptual Art:20}, {Photorealism:12}, {Sots Art:12}, {Abstract Art:3}",,Yes,
Keido Fukushima,Japanese,,{Shōwa period (1926–1989):11},,,,,,1991.0,1991.0,,,Zen:1991-1991,{Zen:11},,,
Alison Knowles,American,Fluxus,{Neo-Dada:10},,,,,,1960.0,1995.0,,,Neo-Dada:1960-1995,{Neo-Dada:10},,,
